Transaction ID,Product ID,Customer ID,Status,Created At,Campaign,SKU,Price,QTY,Discount,Shipping Cost,Total Revenue,Category Name,Payment Method
ID-2456,736894,31701,,2023-10-10,Campaign 10/10,MATSMA59DCD08B8B519,2.84E+06,1,0.00E+00,0,"2,840,000",Mobiles & Tablets,COD
ID-401,727418,54888,,2023-10-10,Campaign 10/10,BAGLUX5A099F4E3D5CF,2.10E+06,2,2.10E+05,0,"3,990,000",Beauty & Grooming,Instant Payment
ID-3198,741320,28605,,2023-10-10,Campaign 10/10,HASQAR5A5369211D7EC,5.30E+05,1,0.00E+00,0,"530,000",Health & Sports,COD
ID-2254,735613,44680,,2023-10-10,Campaign 10/10,HASASA5A54B0E102CE7,5.99E+06,1,5.99E+05,0,"5,391,000",Health & Sports,Instant Payment
ID-2092,734693,85775,,2023-10-10,Campaign 10/10,HASQAR5A5369353973B,1.60E+06,2,0.00E+00,0,"3,200,000",Health & Sports,COD
ID-963,730308,9351,,2023-10-10,Campaign 10/10,BAGLOR5A12C5C16B1A8,3.66E+06,1,3.66E+05,0,"3,294,000",Beauty & Grooming,Virtual Account
ID-1063,729877,57636,,2023-10-10,Campaign 10/10,LIP59D64DB258C6E,8.44E+06,1,8.44E+05,0,"7,596,000",Superstore,Instant Payment
ID-1178,729705,85186,,2023-10-10,Campaign 10/10,WOFDEA5A2A88B32AD44-L,2.99E+06,1,0.00E+00,0,"2,990,000",Women's Fashion,COD
ID-1048,729781,48100,,2023-10-10,Campaign 10/10,SOGALM5A2FD8599F192,3.30E+06,1,0.00E+00,0,"3,300,000",Soghaat,COD
ID-2987,739897,55582,,2023-10-10,Campaign 10/10,BAGLUS59AD997BE36BF,7.75E+06,1,0.00E+00,0,"7,750,000",Beauty & Grooming,COD
ID-1783,733056,85692,,2023-10-10,Campaign 10/10,BAGDOV5A099F4EF3FFA,3.70E+06,2,0.00E+00,0,"7,400,000",Beauty & Grooming,COD
ID-689,728429,65796,,2023-10-10,Campaign 10/10,WOFASA59E49F12B676C-34,3.98E+06,1,0.00E+00,0,"3,980,000",Women's Fashion,COD
ID-3111,740939,15960,,2023-10-10,Campaign 10/10,SOGAMB5A2E67113CA22,9.00E+05,2,0.00E+00,0,"1,800,000",Soghaat,COD
ID-1301,730894,70120,,2023-10-10,Campaign 10/10,APPFAN59BA2B8E1C373,3.34E+06,2,0.00E+00,0,"6,680,000",Appliances,Instant Payment
ID-3035,740154,86757,,2023-10-10,Campaign 10/10,HASQAR5A618CC91D37B,3.01E+06,1,0.00E+00,0,"3,010,000",Health & Sports,COD
ID-2705,738378,80183,,2023-10-10,Campaign 10/10,BAGMUZ59D91B56BB4DF,7.85E+06,1,0.00E+00,0,"7,850,000",Beauty & Grooming,COD
ID-2628,737810,14791,,2023-10-10,Campaign 10/10,MATINF5A37780A29EC0,1.95E+06,1,0.00E+00,0,"1,950,000",Mobiles & Tablets,COD
ID-1702,732490,83353,,2023-10-10,Campaign 10/10,MATRUB59AC7E92E0BDF,1.56E+06,1,1.56E+05,0,"1,404,000",Mobiles & Tablets,Instant Payment
ID-878,729493,3500,,2023-10-10,Campaign 10/10,BAGLUX5A099F4E3D5CF,2.10E+06,1,0.00E+00,0,"2,100,000",Beauty & Grooming,COD
ID-567,728260,3451,,2023-10-10,Campaign 10/10,JAV59AC6B6323CF0,6.50E+06,2,0.00E+00,0,"13,000,000",Superstore,COD
ID-2480,737191,629,,2023-10-10,Campaign 10/10,HASTHE5A45FAE0A7EF5,3.60E+06,2,0.00E+00,0,"7,200,000",Health & Sports,COD
ID-2200,736488,15717,,2023-10-10,Campaign 10/10,ROO59C0C77B69CC2,1.69E+06,2,1.69E+05,0,"3,211,000",Superstore,Instant Payment
ID-1150,730390,84820,,2023-10-10,Campaign 10/10,RAF59D64DB567970,7.90E+05,2,7.90E+04,0,"1,501,000",Superstore,Instant Payment
ID-2315,734927,62696,,2023-10-10,Campaign 10/10,BAGSAE5A002EFD5A2FA,3.60E+06,2,3.60E+05,0,"6,840,000",Beauty & Grooming,Instant Payment
ID-1276,730971,31341,,2023-10-10,Campaign 10/10,WOFDEA59F1ED66017E1,8.99E+06,1,0.00E+00,0,"8,990,000",Women's Fashion,COD
ID-1921,733639,27689,,2023-10-10,Campaign 10/10,MEFOXF5A535060ED574-XL,3.75E+06,1,0.00E+00,0,"3,750,000",Men's Fashion,COD
ID-3221,741332,86982,,2023-10-10,Campaign 10/10,SUN5A099F4D8C486,4.80E+06,1,4.80E+05,0,"4,320,000",Superstore,COD
ID-2845,739186,41786,,2023-10-10,Campaign 10/10,COMBAT5A6EE0329A7BD,4.50E+06,1,4.50E+05,0,"4,050,000",Computing,COD
ID-2450,737122,7566,,2023-10-10,Campaign 10/10,BAGTHE5A45FB0959CA2,2.99E+06,1,0.00E+00,0,"2,990,000",Beauty & Grooming,Virtual Account
ID-2054,734322,85933,,2023-10-10,Campaign 10/10,MEFOXF5A53505B76C7E-XL,3.75E+06,1,0.00E+00,0,"3,750,000",Men's Fashion,COD
ID-1662,732450,32,,2023-10-10,Campaign 10/10,MEFARC5A09A35EAC71A-L,7.80E+06,1,0.00E+00,0,"7,800,000",Men's Fashion,COD
ID-1171,729664,85181,,2023-10-10,Campaign 10/10,BAGCRE5A327CD94A76F,3.15E+06,1,0.00E+00,0,"3,150,000",Beauty & Grooming,COD
ID-238,725877,84680,,2023-10-10,Campaign 10/10,MEFWIN59F01E2CAE8DF-M,7.99E+06,1,0.00E+00,0,"7,990,000",Men's Fashion,COD
ID-1092,729849,68829,,2023-10-10,Campaign 10/10,MEFOXF5A5350591E2B7-M,3.75E+06,1,0.00E+00,0,"3,750,000",Men's Fashion,COD
ID-3373,742594,84931,,2023-10-10,Campaign 10/10,MATUNI59AC98501B728,4.05E+06,1,0.00E+00,0,"4,050,000",Mobiles & Tablets,COD
ID-2249,735522,44680,,2023-10-10,Campaign 10/10,MATRUB5A0D76E7DAFBB,4.40E+05,2,4.40E+04,0,"836,000",Mobiles & Tablets,Instant Payment
ID-2355,734978,66422,,2023-10-10,Campaign 10/10,KNO59D64DAF36939,2.70E+05,2,2.70E+04,0,"513,000",Superstore,Instant Payment
ID-164,725812,15124,,2023-10-10,Campaign 10/10,KABDYN5A0029BC637C1,1.99E+06,1,0.00E+00,0,"1,990,000",Kids & Baby,COD
ID-1336,731149,2784,,2023-10-10,Campaign 10/10,BAGLAZ5A5496693BFAA,3.50E+06,2,0.00E+00,0,"7,000,000",Beauty & Grooming,Instant Payment
ID-253,726250,22091,,2023-10-10,Campaign 10/10,SOGALM5A2FD9045767F,4.18E+06,1,0.00E+00,0,"4,180,000",Soghaat,COD
ID-1521,731956,7488,,2023-10-10,Campaign 10/10,SOGAMB5A2E671507BC4,9.00E+05,1,0.00E+00,0,"900,000",Soghaat,COD
ID-1994,733983,85868,,2023-10-10,Campaign 10/10,MEFAYB59FAB68FB76B8,4.99E+06,1,0.00E+00,0,"4,990,000",Men's Fashion,COD
ID-964,730309,9351,,2023-10-10,Campaign 10/10,BAGLOR5A12C5C4C06FF,3.66E+06,2,3.66E+05,0,"6,954,000",Beauty & Grooming,Virtual Account
ID-2618,737603,86303,,2023-10-10,Campaign 10/10,KABMUM5A5881C572972,3.40E+06,1,0.00E+00,0,"3,400,000",Kids & Baby,COD
ID-1230,730829,13248,,2023-10-10,Campaign 10/10,BAGSAM59AC83841D111,4.90E+05,1,0.00E+00,0,"490,000",Beauty & Grooming,COD
ID-1501,731700,85470,,2023-10-10,Campaign 10/10,MEFRAF5A2A2D2CD7B39-L,2.49E+06,1,0.00E+00,0,"2,490,000",Men's Fashion,COD
ID-2134,736615,2481,,2023-10-10,Campaign 10/10,WOFVAL59D2071A15007,6.29E+06,1,0.00E+00,0,"6,290,000",Women's Fashion,COD
ID-3004,740212,85387,,2023-10-10,Campaign 10/10,BAGFAN59ACAE8B92549,4.25E+06,1,0.00E+00,0,"4,250,000",Beauty & Grooming,COD
ID-1798,733116,80856,,2023-10-10,Campaign 10/10,HALEMA59AC86D59FDA9,2.38E+06,1,0.00E+00,0,"2,380,000",Home & Living,COD
ID-2854,739263,67333,,2023-10-10,Campaign 10/10,MEFKUR59BBC243007BE,6.48E+06,1,0.00E+00,0,"6,480,000",Men's Fashion,COD
ID-2981,739972,30929,,2023-10-10,Campaign 10/10,MEFAYB59FAB690603B4,4.49E+06,1,0.00E+00,0,"4,490,000",Men's Fashion,COD
ID-2068,734544,306,,2023-10-10,Campaign 10/10,MEFKUR59ACC96BBBABD,4.48E+06,1,0.00E+00,0,"4,480,000",Men's Fashion,COD
ID-704,728321,84953,,2023-10-10,Campaign 10/10,COMSMA59DCCD55186D4,2.05E+06,1,0.00E+00,0,"2,050,000",Computing,COD
ID-42,724043,41651,complete,2023-10-10,Campaign 10/10,BAGMAS59AC6FC717706,5.49E+06,1,0.00E+00,0,"5,490,000",Beauty & Grooming,COD
ID-1181,729785,85192,,2023-10-10,Campaign 10/10,SOGAMB5A2E6712D257D,1.20E+06,1,0.00E+00,0,"1,200,000",Soghaat,COD
ID-3114,740942,15960,,2023-10-10,Campaign 10/10,SOGAMB5A698D0993A60,2.00E+05,2,0.00E+00,0,"400,000",Soghaat,COD
ID-1406,731346,84124,,2023-10-10,Campaign 10/10,WOFMUN5A0ACC350564B,7.99E+06,1,0.00E+00,0,"7,990,000",Women's Fashion,COD
ID-244,726281,749,,2023-10-10,Campaign 10/10,HASTHE5A45FAF4D0C8B,2.99E+06,1,0.00E+00,0,"2,990,000",Health & Sports,COD
ID-1599,732195,829,,2023-10-10,Campaign 10/10,MATREM59F726D58BF02,5.43E+06,1,0.00E+00,0,"5,430,000",Mobiles & Tablets,COD
ID-1330,731275,219,,2023-10-10,Campaign 10/10,MEFOXF5A535056C1CB8-S,3.75E+06,1,0.00E+00,0,"3,750,000",Men's Fashion,COD
ID-1583,732050,85542,,2023-10-10,Campaign 10/10,MEFAYB59FAB690603B4,4.49E+06,2,0.00E+00,0,"8,980,000",Men's Fashion,COD
ID-262,726007,32300,,2023-10-10,Campaign 10/10,SOGAMB5A2E671507BC4,9.00E+05,1,0.00E+00,0,"900,000",Soghaat,Virtual Account
ID-1158,730405,84820,,2023-10-10,Campaign 10/10,TUX5A546B8C8824D,2.76E+06,2,2.76E+05,0,"5,244,000",Superstore,Instant Payment
ID-867,729134,85111,,2023-10-10,Campaign 10/10,MEFBNB5A046DA766A1C-M,7.50E+06,1,0.00E+00,0,"7,500,000",Men's Fashion,COD
ID-2660,737928,85775,,2023-10-10,Campaign 10/10,HASQAR5A53697A43A60,2.22E+06,2,0.00E+00,0,"4,440,000",Health & Sports,COD
ID-1984,733972,85775,,2023-10-10,Campaign 10/10,HASQAR5A53698E5B971,1.33E+06,1,0.00E+00,0,"1,330,000",Health & Sports,COD
ID-1818,733195,85716,,2023-10-10,Campaign 10/10,MATINF5A3777564E9B7,1.95E+06,1,0.00E+00,0,"1,950,000",Mobiles & Tablets,COD
ID-1167,730414,84820,,2023-10-10,Campaign 10/10,AHM59C0C59B9C886,4.90E+05,2,4.90E+04,0,"931,000",Superstore,Instant Payment
ID-358,727064,10646,,2023-10-10,Campaign 10/10,COMHED59D48AF037F13,8.99E+06,1,8.99E+05,0,"8,091,000",Computing,Instant Payment
ID-1356,731202,34506,,2023-10-10,Campaign 10/10,SOGMAY5A2F7FCA292A0,2.88E+06,2,0.00E+00,0,"5,760,000",Soghaat,Transfer Bank
ID-779,728826,85052,,2023-10-10,Campaign 10/10,JAZ59F31AADB3E02,7.50E+06,1,0.00E+00,0,"7,500,000",Superstore,COD
ID-1370,731225,56640,,2023-10-10,Campaign 10/10,KAR59E85CA11E740,3.99E+06,1,0.00E+00,0,"3,990,000",Superstore,COD
ID-505,727783,34542,,2023-10-10,Campaign 10/10,MATHUA5A38C85903DAB,5.55E+06,1,0.00E+00,0,"5,550,000",Mobiles & Tablets,COD
ID-3314,742095,13633,,2023-10-10,Campaign 10/10,BAGSAE5A002F115FB3C,1.35E+06,1,0.00E+00,0,"1,350,000",Beauty & Grooming,Transfer Bank
ID-1726,733084,5769,,2023-10-10,Campaign 10/10,WOFDEA59CE21B8C2A9E,3.49E+06,1,0.00E+00,0,"3,490,000",Women's Fashion,COD
ID-2217,735305,16436,,2023-10-10,Campaign 10/10,SOGCRY59C0BE756F9EF,3.50E+06,1,3.50E+05,0,"3,150,000",Soghaat,Virtual Account
ID-814,729124,59728,,2023-10-10,Campaign 10/10,AHM59C0C5BF219A8,4.90E+05,1,0.00E+00,0,"490,000",Superstore,Transfer Bank
ID-2950,739768,86552,,2023-10-10,Campaign 10/10,MATTOP5A6FF435AB054,2.99E+06,1,0.00E+00,0,"2,990,000",Mobiles & Tablets,COD
ID-2257,735674,46023,,2023-10-10,Campaign 10/10,HASQAR5A53693BDD568,5.66E+06,2,5.66E+05,0,"10,754,000",Health & Sports,Instant Payment
ID-2763,738670,86459,,2023-10-10,Campaign 10/10,WOFDEA5A44C036278A7-36,5.99E+06,1,0.00E+00,0,"5,990,000",Women's Fashion,COD
ID-2799,739068,85035,,2023-10-10,Campaign 10/10,HALEMA59AC6345A25A1,3.00E+06,1,3.00E+05,0,"2,700,000",Home & Living,COD
ID-2184,736022,13819,,2023-10-10,Campaign 10/10,BAGKUR59ACDD5C28BB4,5.98E+06,1,5.98E+05,0,"5,382,000",Beauty & Grooming,Instant Payment
ID-1175,729699,85185,,2023-10-10,Campaign 10/10,WOFDEA5A23FADDBBFC5-M,3.49E+06,1,3.49E+05,0,"3,141,000",Women's Fashion,Instant Payment
ID-3120,740858,19175,,2023-10-10,Campaign 10/10,SOGMAY5A2F7FDB423B8,3.65E+06,2,3.65E+05,0,"6,935,000",Soghaat,COD
ID-2438,736953,294,,2023-10-10,Campaign 10/10,SOGALM5A2FD85871D8C,4.40E+06,1,0.00E+00,0,"4,400,000",Soghaat,Instant Payment
ID-1297,730873,66722,,2023-10-10,Campaign 10/10,KABHOT5A0447A42ECE7,2.45E+06,1,0.00E+00,0,"2,450,000",Kids & Baby,COD
ID-1963,734093,43721,,2023-10-10,Campaign 10/10,SADPAR59F6C5889E510,5.90E+06,1,0.00E+00,0,"5,900,000",School & Education,COD
ID-653,728342,247,,2023-10-10,Campaign 10/10,SOGAMB5A2E6716F1D40,9.00E+05,1,0.00E+00,0,"900,000",Soghaat,COD
ID-365,726417,17702,,2023-10-10,Campaign 10/10,KIT59C0C7CEABAAB,4.90E+05,2,0.00E+00,0,"980,000",Superstore,COD
ID-2196,735363,15717,,2023-10-10,Campaign 10/10,AME5A697F616C818,2.42E+06,1,2.42E+05,0,"2,178,000",Superstore,Instant Payment
ID-1558,731800,85481,,2023-10-10,Campaign 10/10,KABPLA5A3A06CAC3D38,2.99E+06,1,0.00E+00,0,"2,990,000",Kids & Baby,Instant Payment
ID-1016,730319,26574,,2023-10-10,Campaign 10/10,KNO59D64DAC18B6C,2.70E+05,30,2.70E+04,0,"8,073,000",Superstore,Instant Payment
ID-2963,739795,86703,,2023-10-10,Campaign 10/10,BAGNYX5A658A22CF1CD,6.38E+06,1,0.00E+00,0,"6,380,000",Beauty & Grooming,COD
ID-1407,731233,84942,,2023-10-10,Campaign 10/10,MEFRAF5A2A2D7767A7E-M,2.70E+06,1,2.70E+05,0,"2,430,000",Men's Fashion,COD
ID-944,729437,85161,,2023-10-10,Campaign 10/10,MEFDEA59F1EE572E3E7-M,6.99E+06,1,0.00E+00,0,"6,990,000",Men's Fashion,COD
ID-2149,736235,8898,,2023-10-10,Campaign 10/10,SOGMAY5A09B5F0EAACB,7.00E+05,1,7.00E+04,0,"630,000",Soghaat,Instant Payment
ID-659,728365,2011,,2023-10-10,Campaign 10/10,BAGATI59AD3FFAD4C55,4.50E+06,1,0.00E+00,0,"4,500,000",Beauty & Grooming,COD
ID-1267,730675,85280,,2023-10-10,Campaign 10/10,MATMI5A01AA2720CC8,1.75E+06,1,0.00E+00,0,"1,750,000",Mobiles & Tablets,COD
ID-468,727030,84783,,2023-10-10,Campaign 10/10,KABDYN5A0029C1EB523,3.50E+06,1,0.00E+00,0,"3,500,000",Kids & Baby,COD
ID-644,728220,84936,,2023-10-10,Campaign 10/10,JAV59AC6B6323CF0,6.50E+06,2,0.00E+00,0,"13,000,000",Superstore,COD
ID-1634,732109,85558,,2023-10-10,Campaign 10/10,KABSTI5A0447B6D1FA7,4.73E+06,1,0.00E+00,0,"4,730,000",Kids & Baby,COD
ID-3130,740734,34506,,2023-10-10,Campaign 10/10,SOGMAY5A2F7FCCDC992,3.84E+06,2,0.00E+00,0,"7,680,000",Soghaat,Transfer Bank
ID-1651,732274,85594,,2023-10-10,Campaign 10/10,BAGHED59D33F969AD20,5.49E+06,1,0.00E+00,0,"5,490,000",Beauty & Grooming,COD
ID-2477,737125,86216,,2023-10-10,Campaign 10/10,HALANG59F334A66A7A9,2.29E+06,1,0.00E+00,0,"2,290,000",Home & Living,COD
ID-2923,739584,86656,,2023-10-10,Campaign 10/10,MATTOP5A6FF484CA716,1.59E+06,1,1.59E+05,0,"1,431,000",Mobiles & Tablets,COD
ID-1360,731099,44238,,2023-10-10,Campaign 10/10,WOFIMA59AC1D739025B-M,7.00E+06,1,0.00E+00,0,"7,000,000",Women's Fashion,COD
ID-1601,732197,829,,2023-10-10,Campaign 10/10,MAU5A4B22CBE3CCC,3.99E+06,1,0.00E+00,0,"3,990,000",Superstore,COD
ID-373,727475,26776,,2023-10-10,Campaign 10/10,DET59F31AB0BCEDF,5.00E+06,2,5.00E+05,0,"9,500,000",Superstore,Instant Payment
ID-640,728165,84924,,2023-10-10,Campaign 10/10,MEFDEA59D36DE5E9D9F-M,4.99E+06,1,0.00E+00,0,"4,990,000",Men's Fashion,COD
ID-1202,729806,85192,,2023-10-10,Campaign 10/10,AHM59C0C5B28A854,4.90E+05,1,0.00E+00,0,"490,000",Superstore,COD
ID-1923,733795,30284,,2023-10-10,Campaign 10/10,MATREM59DCCE846A805,1.76E+06,1,0.00E+00,0,"1,760,000",Mobiles & Tablets,COD
ID-2178,735920,13819,,2023-10-10,Campaign 10/10,BAGSAM59AC839278932,4.90E+05,2,4.90E+04,0,"931,000",Beauty & Grooming,Instant Payment
ID-58,724912,65388,,2023-10-10,Campaign 10/10,SOGAMB5A2E671507BC4,9.00E+05,1,9.00E+04,0,"810,000",Soghaat,COD
ID-1470,731621,71072,,2023-10-10,Campaign 10/10,BAGNYX5A095AE49E3C3,6.30E+06,1,6.30E+05,0,"5,670,000",Beauty & Grooming,Instant Payment
ID-3066,740285,70045,,2023-10-10,Campaign 10/10,WOFDEA5A79810A622FB,2.50E+06,2,2.50E+05,0,"4,750,000",Women's Fashion,COD
ID-2521,737215,85775,,2023-10-10,Campaign 10/10,HASQAR5A618CBB484EB,7.50E+05,1,0.00E+00,0,"750,000",Health & Sports,COD
ID-2874,739272,86592,,2023-10-10,Campaign 10/10,KABMUM59F821191FA4E,5.49E+06,1,5.49E+05,0,"4,941,000",Kids & Baby,COD
ID-2158,735778,9189,,2023-10-10,Campaign 10/10,APPTHU5A0AC455D60E8,8.25E+06,1,8.25E+05,0,"7,425,000",Appliances,Instant Payment
ID-2416,736541,86072,,2023-10-10,Campaign 10/10,HASRAJ59AC2D7C2302B,3.96E+06,1,0.00E+00,0,"3,960,000",Health & Sports,Instant Payment
ID-2511,737275,83638,,2023-10-10,Campaign 10/10,COMA4-59F1744AC2AC3,5.40E+06,1,0.00E+00,0,"5,400,000",Computing,Credit Card
ID-2802,739072,85730,,2023-10-10,Campaign 10/10,SOGAMB5A311E53469C9,4.80E+06,1,4.80E+05,0,"4,320,000",Soghaat,COD
ID-1509,731893,2481,,2023-10-10,Campaign 10/10,WOFGUL59AD7C349487D,7.00E+06,1,0.00E+00,0,"7,000,000",Women's Fashion,COD
ID-3290,741873,87093,,2023-10-10,Campaign 10/10,BAGANG5A5862C8CC6CB,3.19E+06,1,3.19E+05,0,"2,871,000",Beauty & Grooming,COD
ID-587,728189,17655,,2023-10-10,Campaign 10/10,MATRUB59AC641C083EC,3.24E+06,1,0.00E+00,0,"3,240,000",Mobiles & Tablets,COD
ID-737,728641,1752,,2023-10-10,Campaign 10/10,APPNAT5A018FEDA562F,6.99E+06,1,0.00E+00,0,"6,990,000",Appliances,COD
ID-3243,741662,87037,,2023-10-10,Campaign 10/10,MEFKAR5A7C13F10C4B3,4.15E+06,1,0.00E+00,0,"4,150,000",Men's Fashion,COD
ID-445,727189,79807,,2023-10-10,Campaign 10/10,MEFAYB59FAB695BD4A4-M,6.99E+06,1,0.00E+00,0,"6,990,000",Men's Fashion,COD
ID-1134,730332,84820,,2023-10-10,Campaign 10/10,KNO59D64DAF36939,2.70E+05,2,2.70E+04,0,"513,000",Superstore,Instant Payment
ID-674,728307,40971,,2023-10-10,Campaign 10/10,HASONC59BA3E209AFCD,4.50E+06,1,0.00E+00,0,"4,500,000",Health & Sports,COD
ID-73,724922,83830,,2023-10-10,Campaign 10/10,BAGTHE5A45FAFBEF8A2,2.99E+06,1,2.99E+05,0,"2,691,000",Beauty & Grooming,COD
ID-3358,742193,58935,,2023-10-10,Campaign 10/10,MEFKAR5A7C1393107CA-M,7.20E+06,1,0.00E+00,0,"7,200,000",Men's Fashion,Instant Payment
ID-1367,731154,52526,,2023-10-10,Campaign 10/10,HALSHA59EDF306467C6,6.99E+06,1,0.00E+00,0,"6,990,000",Home & Living,COD
ID-1864,733300,82215,,2023-10-10,Campaign 10/10,HED59D489B020C55,7.49E+06,1,0.00E+00,0,"7,490,000",Superstore,COD
ID-1043,730478,46636,,2023-10-10,Campaign 10/10,MOR59F344A6C28C9,6.74E+06,1,6.74E+05,0,"6,066,000",Superstore,Virtual Account
ID-647,728280,84946,,2023-10-10,Campaign 10/10,HALDYN5A0029A77FCCC,2.50E+06,1,0.00E+00,0,"2,500,000",Home & Living,COD
ID-1538,731842,60762,,2023-10-10,Campaign 10/10,MEFBNB5A046DA26CE49-L,4.50E+06,1,0.00E+00,0,"4,500,000",Men's Fashion,COD
ID-580,728252,14740,,2023-10-10,Campaign 10/10,MATUMW5A3A3654A3121,9.90E+05,2,0.00E+00,0,"1,980,000",Mobiles & Tablets,COD
ID-1342,731112,8965,,2023-10-10,Campaign 10/10,MEFOXF5A535056C1CB8-L,3.75E+06,1,0.00E+00,0,"3,750,000",Men's Fashion,COD
ID-3049,740611,8407,,2023-10-10,Campaign 10/10,KABCUT5A741E4FCEB3C,7.50E+05,1,0.00E+00,0,"750,000",Kids & Baby,COD
ID-1790,733211,3377,,2023-10-10,Campaign 10/10,HALANG59F333968B911,2.99E+06,1,0.00E+00,0,"2,990,000",Home & Living,COD
ID-1035,729605,42851,,2023-10-10,Campaign 10/10,HASQAR5A53697CDEBB5,4.40E+05,2,4.40E+04,0,"836,000",Health & Sports,Instant Payment
ID-2230,735073,30794,,2023-10-10,Campaign 10/10,RAF59D64DB567970,7.90E+05,1,7.90E+04,0,"711,000",Superstore,Instant Payment
ID-2791,738975,52708,,2023-10-10,Campaign 10/10,MATSYC5A7027569351E,2.40E+06,1,2.40E+05,0,"2,160,000",Mobiles & Tablets,COD
ID-3139,740751,67088,,2023-10-10,Campaign 10/10,BAGADI59EF27AED1AAE,6.38E+06,1,0.00E+00,0,"6,380,000",Beauty & Grooming,COD
ID-3415,742220,87182,,2023-10-10,Campaign 10/10,MEFKAR5A7C1393107CA-M,7.20E+06,1,0.00E+00,0,"7,200,000",Men's Fashion,COD
ID-1888,733325,85754,,2023-10-10,Campaign 10/10,MATOPP5A01A8DA30723,1.99E+06,2,0.00E+00,0,"3,980,000",Mobiles & Tablets,COD
ID-463,726510,84752,,2023-10-10,Campaign 10/10,MEFDEA5A44C0264285B-M,3.99E+06,1,0.00E+00,0,"3,990,000",Men's Fashion,COD
ID-533,727570,73437,,2023-10-10,Campaign 10/10,KABSHA59EDF22990F38,8.99E+06,1,0.00E+00,0,"8,990,000",Kids & Baby,Instant Payment
ID-1141,730381,84820,,2023-10-10,Campaign 10/10,HASQAR5A53693A9C1C8,1.70E+06,2,1.70E+05,0,"3,230,000",Health & Sports,Instant Payment
ID-616,728010,84851,,2023-10-10,Campaign 10/10,SOGMAY5A09B5F43DEF0,2.64E+06,1,0.00E+00,0,"2,640,000",Soghaat,COD
ID-1424,731158,85381,,2023-10-10,Campaign 10/10,HASQAR5A5369034ECAE,1.95E+06,2,0.00E+00,0,"3,900,000",Health & Sports,COD
ID-676,728439,41987,,2023-10-10,Campaign 10/10,HALNAD59E0AC751A4E2,3.80E+06,1,0.00E+00,0,"3,800,000",Home & Living,COD
ID-2050,734278,85925,,2023-10-10,Campaign 10/10,WOFGUL59E490810883F,7.20E+06,1,0.00E+00,0,"7,200,000",Women's Fashion,COD
ID-2247,735520,44680,,2023-10-10,Campaign 10/10,HASQAR5A5369034ECAE,1.95E+06,1,1.95E+05,0,"1,755,000",Health & Sports,Instant Payment
ID-1515,731960,6096,,2023-10-10,Campaign 10/10,SUN5A099F4D8C486,4.80E+06,1,4.80E+05,0,"4,320,000",Superstore,COD
ID-1535,731855,41474,,2023-10-10,Campaign 10/10,SOGALM5A2FD8599F192,3.30E+06,1,0.00E+00,0,"3,300,000",Soghaat,COD
ID-687,728529,64835,,2023-10-10,Campaign 10/10,BAGEMA59BAB20E6F650,3.00E+06,1,0.00E+00,0,"3,000,000",Beauty & Grooming,COD
ID-657,728572,629,,2023-10-10,Campaign 10/10,HASTHE5A45FAED1B898,1.99E+06,2,0.00E+00,0,"3,980,000",Health & Sports,COD
ID-1729,733014,10446,,2023-10-10,Campaign 10/10,SUN5A099F4D8C486,4.80E+06,2,0.00E+00,0,"9,600,000",Superstore,Credit Card
ID-2483,737265,12045,,2023-10-10,Campaign 10/10,APPZEE5A3BAA0BD445B,7.79E+06,1,0.00E+00,0,"7,790,000",Appliances,COD
ID-507,727662,37007,,2023-10-10,Campaign 10/10,SOGMUL5A2FCAD54EED6,3.46E+06,1,0.00E+00,0,"3,460,000",Soghaat,COD
ID-2163,735350,9383,,2023-10-10,Campaign 10/10,HASQAR5A53690743A5D,3.50E+05,1,3.50E+04,0,"315,000",Health & Sports,Virtual Account
ID-2936,739679,55028,,2023-10-10,Campaign 10/10,BAGDYN5A00298F97EC6,3.50E+06,1,0.00E+00,0,"3,500,000",Beauty & Grooming,COD
ID-1403,731245,78276,,2023-10-10,Campaign 10/10,APPNAT5A018FEDA562F,6.99E+06,1,0.00E+00,0,"6,990,000",Appliances,COD
ID-2395,735886,86007,,2023-10-10,Campaign 10/10,RAF59C0C77EF0382,2.99E+06,1,2.99E+05,0,"2,691,000",Superstore,Instant Payment
ID-2225,735858,19175,,2023-10-10,Campaign 10/10,MEFALH59ACE4A54A77F,3.49E+06,2,3.49E+05,0,"6,631,000",Men's Fashion,Instant Payment
ID-1980,733949,85231,,2023-10-10,Campaign 10/10,BAGSHO5A3233E07441B,4.00E+06,2,4.00E+05,0,"7,600,000",Beauty & Grooming,COD
ID-889,729443,13666,,2023-10-10,Campaign 10/10,APPTRE59AC7A1D514C7,7.53E+06,1,0.00E+00,0,"7,530,000",Appliances,COD
ID-1703,732621,84340,,2023-10-10,Campaign 10/10,MATHRT5A3A12794E419,8.75E+06,1,0.00E+00,0,"8,750,000",Mobiles & Tablets,COD
ID-555,727766,84861,,2023-10-10,Campaign 10/10,WOFVAL59D5E97D508BB-L,7.00E+06,1,0.00E+00,0,"7,000,000",Women's Fashion,COD
ID-2303,736219,60931,,2023-10-10,Campaign 10/10,BAGKEM5A3233E6A9A53,9.00E+06,1,9.00E+05,0,"8,100,000",Beauty & Grooming,Virtual Account
ID-50,724051,44830,complete,2023-10-10,Campaign 10/10,BAGLUX5A099F4E3D5CF,2.10E+06,2,0.00E+00,0,"4,200,000",Beauty & Grooming,COD
